Name,Beer_ID,ABV,IBU,Brew_ID,Style,Ounces,Name,City,State,ISBLANK,,,,,,,,,,
CANfusion Rye Bock,1918,0.06,,84,Rye Beer,12,Sierra Nevada Brewing Company,Chico, CA,BLANK,,,,,,,,,,
Sietsema Red Label,2353,0.069,,138,Cider,16,Sietsema Orchards and Cider Mill,Ada, MI,BLANK,,,,,,,,,,
Bear Ass Brown,212,0.042,,552,American Brown Ale,12,Silverton Brewery,Silverton, CO,BLANK,,,,,,,,,,
Red Mountain Ale,161,0.06,,552,American Amber / Red Ale,12,Silverton Brewery,Silverton, CO,BLANK,,,,,,,,,,
Ice Pick Ale,160,0.068,,552,American IPA,12,Silverton Brewery,Silverton, CO,BLANK,,,,,,,,,,
Rad,2266,0.032,7,47,Fruit / Vegetable Beer,16,Sixpoint Craft Ales,Brooklyn, NY,DATA,,,,,,,,,,
Apollo,630,0.052,11,47,American Pale Wheat Ale,16,Sixpoint Craft Ales,Brooklyn, NY,DATA,,,,,,,,,,
Jammer,2479,0.042,16,47,Gose,12,Sixpoint Craft Ales,Brooklyn, NY,DATA,,,,,,,,,,
Sweet Action,1387,0.052,34,47,Cream Ale,16,Sixpoint Craft Ales,Brooklyn, NY,DATA,,,,,,,,,,
Sweet Action (2011),424,0.052,34,47,Cream Ale,16,Sixpoint Craft Ales,Brooklyn, NY,DATA,,,,,,,,,,
Harbinger,629,0.049,35,47,Saison / Farmhouse Ale,16,Sixpoint Craft Ales,Brooklyn, NY,DATA,,,,,,,,,,
The Crisp,1388,0.054,42,47,German Pilsener,16,Sixpoint Craft Ales,Brooklyn, NY,DATA,,,,,,,,,,
The Crisp (2011),425,0.054,42,47,German Pilsener,16,Sixpoint Craft Ales,Brooklyn, NY,DATA,,,,,,,,,,
Brownstone,778,0.059,47,47,American Brown Ale,16,Sixpoint Craft Ales,Brooklyn, NY,DATA,,,,,,,,,,
Autumnation (2011-12) (2011),512,0.06,48,47,Pumpkin Ale,16,Sixpoint Craft Ales,Brooklyn, NY,DATA,,,,,,,,,,
Sensi Harvest,1962,0.047,50,47,American Pale Ale (APA),12,Sixpoint Craft Ales,Brooklyn, NY,DATA,,,,,,,,,,
4Beans,2574,0.1,52,47,Baltic Porter,12,Sixpoint Craft Ales,Brooklyn, NY,DATA,,,,,,,,,,
Righteous Ale,1386,0.063,57,47,Rye Beer,16,Sixpoint Craft Ales,Brooklyn, NY,DATA,,,,,,,,,,
Righteous Ale (2011),423,0.063,57,47,Rye Beer,16,Sixpoint Craft Ales,Brooklyn, NY,DATA,,,,,,,,,,
Bengali,2090,0.065,62,47,American IPA,24,Sixpoint Craft Ales,Brooklyn, NY,DATA,,,,,,,,,,
Bengali Tiger,1385,0.064,62,47,American IPA,16,Sixpoint Craft Ales,Brooklyn, NY,DATA,,,,,,,,,,
Bengali Tiger (2011),422,0.064,62,47,American IPA,16,Sixpoint Craft Ales,Brooklyn, NY,DATA,,,,,,,,,,
Diesel,525,0.063,69,47,American Stout,16,Sixpoint Craft Ales,Brooklyn, NY,DATA,,,,,,,,,,
Global Warmer,1608,0.07,70,47,American Strong Ale,12,Sixpoint Craft Ales,Brooklyn, NY,DATA,,,,,,,,,,
Autumnation (2013),1591,0.067,74,47,American IPA,16,Sixpoint Craft Ales,Brooklyn, NY,DATA,,,,,,,,,,
3Beans,1020,0.099,85,47,Baltic Porter,12,Sixpoint Craft Ales,Brooklyn, NY,DATA,,,,,,,,,,
Resin,628,0.091,103,47,American Double / Imperial IPA,12,Sixpoint Craft Ales,Brooklyn, NY,DATA,,,,,,,,,,
Hi-Res,1696,0.099,111,47,American Double / Imperial IPA,12,Sixpoint Craft Ales,Brooklyn, NY,DATA,,,,,,,,,,
Abigale,2443,0.08,,47,Belgian Pale Ale,12,Sixpoint Craft Ales,Brooklyn, NY,BLANK,,,,,,,,,,
Estival Cream Stout,1297,0.058,15,265,American Stout,12,Ska Brewing Company,Durango, CO,DATA,,,,,,,,,,
Mexican Logger,386,0.042,18,265,American Pale Lager,12,Ska Brewing Company,Durango, CO,DATA,,,,,,,,,,
ESB Special Ale,68,0.057,58,265,Extra Special / Strong Bitter (ESB),12,Ska Brewing Company,Durango, CO,DATA,,,,,,,,,,
Modus Hoperandi,1521,0.068,65,265,American IPA,12,Ska Brewing Company,Durango, CO,DATA,,,,,,,,,,
Modus Hoperandi,67,0.068,65,265,American IPA,12,Ska Brewing Company,Durango, CO,DATA,,,,,,,,,,
Rudie Session IPA,1942,0.045,,265,American IPA,12,Ska Brewing Company,Durango, CO,BLANK,,,,,,,,,,
Taster's Choice,1708,0.074,,265,Doppelbock,12,Ska Brewing Company,Durango, CO,BLANK,,,,,,,,,,
Vernal Minthe Stout,1192,0.058,,265,American Stout,12,Ska Brewing Company,Durango, CO,BLANK,,,,,,,,,,
Hibernal Vinifera Stout,1013,0.08,,265,Foreign / Export Stout,12,Ska Brewing Company,Durango, CO,BLANK,,,,,,,,,,
Autumnal Molé Stout,774,,,265,American Stout,12,Ska Brewing Company,Durango, CO,BLANK,,,,,,,,,,
True Blonde Ale,70,0.053,,265,American Blonde Ale,12,Ska Brewing Company,Durango, CO,BLANK,,,,,,,,,,
Euphoria Pale Ale,69,0.061,,265,American Pale Ale (APA),12,Ska Brewing Company,Durango, CO,BLANK,,,,,,,,,,
Iron Butt Red Ale,1792,0.058,39,314,American Amber / Red Ale,12,Slanted Rock Brewing Company,Meridian, ID,DATA,,,,,,,,,,
Initial Point India Pale Ale,1609,0.071,92,314,American IPA,12,Slanted Rock Brewing Company,Meridian, ID,DATA,,,,,,,,,,
Monkey Dancing On A Razor Blade,2537,0.085,,65,Belgian IPA,24,SlapShot Brewing Company,Chicago, IL,BLANK,,,,,,,,,,
Tripel Deke,2536,0.082,,65,Tripel,24,SlapShot Brewing Company,Chicago, IL,BLANK,,,,,,,,,,
Urban Wilderness Pale Ale,30,0.049,,558,English Pale Ale,12,Sleeping Lady Brewing Company,Anchorage, AK,BLANK,,,,,,,,,,
Royal Weisse Ale,22,0.056,11,372,Hefeweizen,12,Sly Fox Brewing Company,Pottstown, PA,DATA,,,,,,,,,,
Sly Fox Christmas Ale 2013,1588,0.055,16,372,Winter Warmer,12,Sly Fox Brewing Company,Pottstown, PA,DATA,,,,,,,,,,
Sly Fox Christmas Ale 2012 (2012),926,0.055,16,372,Winter Warmer,12,Sly Fox Brewing Company,Pottstown, PA,DATA,,,,,,,,,,
Helles Golden Lager,1123,0.049,18,372,Munich Helles Lager,12,Sly Fox Brewing Company,Pottstown, PA,DATA,,,,,,,,,,
Dunkel Lager,23,0.053,21,372,Munich Dunkel Lager,12,Sly Fox Brewing Company,Pottstown, PA,DATA,,,,,,,,,,
Grisette,1363,0.056,25,372,Grisette,12,Sly Fox Brewing Company,Pottstown, PA,DATA,,,,,,,,,,
Oktoberfest Lager,166,0.058,25,372,Märzen / Oktoberfest,12,Sly Fox Brewing Company,Pottstown, PA,DATA,,,,,,,,,,
Phoenix Pale Ale,20,0.051,40,372,American Pale Ale (APA),12,Sly Fox Brewing Company,Pottstown, PA,DATA,,,,,,,,,,
Pikeland Pils,21,0.049,44,372,German Pilsener,12,Sly Fox Brewing Company,Pottstown, PA,DATA,,,,,,,,,,
Homefront IPA,2305,0.06,70,164,American IPA,12,Sly Fox Brewing Company,Phoenixville, PA,DATA,,,,,,,,,,
Odyssey Imperial IPA,894,0.084,90,372,American Double / Imperial IPA,12,Sly Fox Brewing Company,Pottstown, PA,DATA,,,,,,,,,,
113 IPA,24,0.07,113,372,American IPA,12,Sly Fox Brewing Company,Pottstown, PA,DATA,,,,,,,,,,
360° India Pale Ale,1211,0.062,,372,American IPA,12,Sly Fox Brewing Company,Pottstown, PA,BLANK,,,,,,,,,,
Alter Ego ,2405,0.062,33,116,Saison / Farmhouse Ale,12,Smartmouth Brewing Company,Norfolk, VA,DATA,,,,,,,,,,
Murphy's Law,2406,0.058,35,116,American Amber / Red Ale,12,Smartmouth Brewing Company,Norfolk, VA,DATA,,,,,,,,,,
Rule G IPA,2407,0.07,88,116,American IPA,12,Smartmouth Brewing Company,Norfolk, VA,DATA,,,,,,,,,,
Snake River Lager,406,0.05,18,192,Vienna Lager,12,Snake River Brewing Company,Jackson, WY,DATA,,,,,,,,,,
OB-1 Organic Ale,407,0.05,22,192,English Brown Ale,12,Snake River Brewing Company,Jackson, WY,DATA,,,,,,,,,,
Snake River Pale Ale,402,0.052,32,192,American Pale Ale (APA),12,Snake River Brewing Company,Jackson, WY,DATA,,,,,,,,,,
Zonker Stout,617,0.054,36,192,Foreign / Export Stout,12,Snake River Brewing Company,Jackson, WY,DATA,,,,,,,,,,
Snow King Pale Ale,1606,0.06,55,192,American Pale Ale (APA),12,Snake River Brewing Company,Jackson, WY,DATA,,,,,,,,,,
Pako’s EyePA,393,0.068,60,192,American IPA,12,Snake River Brewing Company,Jackson, WY,DATA,,,,,,,,,,
Monarch Pilsner,2234,0.05,,192,American Pilsner,12,Snake River Brewing Company,Jackson, WY,BLANK,,,,,,,,,,
Woolybugger Wheat,1150,0.046,12,310,American Pale Wheat Ale,12,Sockeye Brewing Company,Boise, ID,DATA,,,,,,,,,,
Hell-Diver Pale Ale,1151,0.052,32,310,American Pale Ale (APA),12,Sockeye Brewing Company,Boise, ID,DATA,,,,,,,,,,
Winterfest,995,0.084,90,310,American Strong Ale,16,Sockeye Brewing Company,Boise, ID,DATA,,,,,,,,,,
Dagger Falls IPA,1596,0.063,100,310,American IPA,12,Sockeye Brewing Company,Boise, ID,DATA,,,,,,,,,,
Dagger Falls IPA,1595,0.063,100,310,American IPA,12,Sockeye Brewing Company,Boise, ID,DATA,,,,,,,,,,
Old Devil's Tooth,1160,0.099,100,310,American Barleywine,12,Sockeye Brewing Company,Boise, ID,DATA,,,,,,,,,,
Dagger Falls IPA,879,0.063,100,310,American IPA,12,Sockeye Brewing Company,Boise, ID,DATA,,,,,,,,,,
Thanksgiving Ale,1798,0.05,,310,Kölsch,12,Sockeye Brewing Company,Boise, ID,BLANK,,,,,,,,,,
Double Dagger Imperial IPA,1655,0.092,,310,American Double / Imperial IPA,12,Sockeye Brewing Company,Boise, ID,BLANK,,,,,,,,,,
Socktoberfest,1482,0.06,,310,Märzen / Oktoberfest,16,Sockeye Brewing Company,Boise, ID,BLANK,,,,,,,,,,
Hopnoxious Imperial IPA,1447,0.079,,310,American Double / Imperial IPA,12,Sockeye Brewing Company,Boise, ID,BLANK,,,,,,,,,,
Barrel Aged Seven Devils Imperial Stout,1425,0.099,,310,American Double / Imperial Stout,12,Sockeye Brewing Company,Boise, ID,BLANK,,,,,,,,,,
Boise Co-Op Two Score Ale,1424,0.055,,310,Saison / Farmhouse Ale,16,Sockeye Brewing Company,Boise, ID,BLANK,,,,,,,,,,
Sockeye Belgian Style Summer Ale,1298,0.05,,310,Witbier,16,Sockeye Brewing Company,Boise, ID,BLANK,,,,,,,,,,
Sockeye Maibock,1181,0.064,,310,Maibock / Helles Bock,12,Sockeye Brewing Company,Boise, ID,BLANK,,,,,,,,,,
Galena Golden,1152,0.043,,310,American Blonde Ale,12,Sockeye Brewing Company,Boise, ID,BLANK,,,,,,,,,,
Power House Porter,1076,0.057,,310,American Porter,12,Sockeye Brewing Company,Boise, ID,BLANK,,,,,,,,,,
LuckenBock,1972,0.07,18,258,Bock,16,South Austin Brewery,South Austin, TX,DATA,,,,,,,,,,
Kol' Beer,1969,0.05,22,258,Kölsch,16,South Austin Brewery,South Austin, TX,DATA,,,,,,,,,,
Texas Pale Ale (TPA),1971,0.055,40,258,American IPA,16,South Austin Brewery,South Austin, TX,DATA,,,,,,,,,,
6 String Saison,1970,0.08,,258,Saison / Farmhouse Ale,16,South Austin Brewery,South Austin, TX,BLANK,,,,,,,,,,
Montauk Light,2024,0.035,,250,Light Lager,12,Southampton Publick House,Southampton, NY,BLANK,,,,,,,,,,
Na Zdraví Pilsner,1283,0.048,32,437,Czech Pilsener,16,Southern Oregon Brewing Company,Medford, OR,DATA,,,,,,,,,,
Nice Rack IPA,1282,0.055,65,437,American IPA,16,Southern Oregon Brewing Company,Medford, OR,DATA,,,,,,,,,,
Suzy B Dirty Blonde Ale,2296,0.05,20,134,American Blonde Ale,12,Southern Prohibition Brewing Com...,Hattiesburg, MS,DATA,,,,,,,,,,
Suzy B Dirty Blonde Ale,1118,0.05,20,134,American Blonde Ale,16,Southern Prohibition Brewing Com...,Hattiesburg, MS,DATA,,,,,,,,,,
Hipster Breakfast,1120,0.058,40,134,Oatmeal Stout,16,Southern Prohibition Brewing Com...,Hattiesburg, MS,DATA,,,,,,,,,,
Jack the Sipper,2320,0.053,45,134,Extra Special / Strong Bitter (ESB),12,Southern Prohibition Brewing Com...,Hattiesburg, MS,DATA,,,,,,,,,,
Devil's Harvest Extra Pale Ale,2297,0.058,60,134,American Pale Ale (APA),12,Southern Prohibition Brewing Com...,Hattiesburg, MS,DATA,,,,,,,,,,
Devil's Harvest Extra Pale Ale,1117,0.058,60,134,American Pale Ale (APA),16,Southern Prohibition Brewing Com...,Hattiesburg, MS,DATA,,,,,,,,,,
Sinister Minister Black IPA,2346,0.077,65,134,American IPA,16,Southern Prohibition Brewing Com...,Hattiesburg, MS,DATA,,,,,,,,,,
2014 IPA Cicada Series,2362,0.075,72,134,American IPA,16,Southern Prohibition Brewing Com...,Hattiesburg, MS,DATA,,,,,,,,,,
Mississippi Fire Ant,1745,0.08,80,134,American Amber / Red Ale,16,Southern Prohibition Brewing Com...,Hattiesburg, MS,DATA,,,,,,,,,,
Bombshell Blonde,856,0.05,20,119,American Blonde Ale,16,Southern Star Brewing Company,Conroe, TX,DATA,,,,,,,,,,
Bombshell Blonde,44,0.05,20,119,American Blonde Ale,12,Southern Star Brewing Company,Conroe, TX,DATA,,,,,,,,,,
Le Mort Vivant,1740,0.069,23,119,Bière de Garde,12,Southern Star Brewing Company,Conroe, TX,DATA,,,,,,,,,,
Le Mort Vivant (2011),555,0.069,23,119,Bière de Garde,12,Southern Star Brewing Company,Conroe, TX,DATA,,,,,,,,,,
Old Potentate,1010,0.072,40,119,Old Ale,12,Southern Star Brewing Company,Conroe, TX,DATA,,,,,,,,,,
Pine Belt Pale Ale,2387,0.065,45,119,American Pale Ale (APA),12,Southern Star Brewing Company,Conroe, TX,DATA,,,,,,,,,,
Pine Belt Pale Ale,45,0.065,45,119,American Pale Ale (APA),16,Southern Star Brewing Company,Conroe, TX,DATA,,,,,,,,,,
Buried Hatchet Stout,46,0.083,50,119,Foreign / Export Stout,12,Southern Star Brewing Company,Conroe, TX,DATA,,,,,,,,,,
Valkyrie Double IPA,1497,0.092,100,119,American Double / Imperial IPA,12,Southern Star Brewing Company,Conroe, TX,DATA,,,,,,,,,,
PRO-AM (2012) (2012),853,0.099,100,119,American Double / Imperial IPA,12,Southern Star Brewing Company,Conroe, TX,DATA,,,,,,,,,,
Red Cockaded Ale,1728,0.085,110,119,American Double / Imperial IPA,12,Southern Star Brewing Company,Conroe, TX,DATA,,,,,,,,,,
Red Cockaded Ale (2013),1011,0.085,110,119,American Double / Imperial IPA,12,Southern Star Brewing Company,Conroe, TX,DATA,,,,,,,,,,
Walloon,2267,0.055,,119,Saison / Farmhouse Ale,12,Southern Star Brewing Company,Conroe, TX,BLANK,,,,,,,,,,
Walloon (2014),691,0.055,,119,Saison / Farmhouse Ale,12,Southern Star Brewing Company,Conroe, TX,BLANK,,,,,,,,,,
Baby Daddy Session IPA,2486,0.047,35,79,American IPA,12,Speakasy Ales & Lagers,San Francisco, CA,DATA,,,,,,,,,,
Hopluia (2004),763,,,509,English India Pale Ale (IPA),16,Spilker Ales,Cortland, NE,BLANK,,,,,,,,,,
Ball & Chain (2014),2271,0.058,,176,American Pale Ale (APA),16,Spiteful Brewing Company,Chicago, IL,BLANK,,,,,,,,,,
Bitter Biker Double IPA,2206,0.096,,176,American Double / Imperial IPA,16,Spiteful Brewing Company,Chicago, IL,BLANK,,,,,,,,,,
God Damn Pigeon Porter,2136,0.082,,176,American Porter,16,Spiteful Brewing Company,Chicago, IL,BLANK,,,,,,,,,,
Working for the Weekend,2135,0.079,,176,American Double / Imperial IPA,16,Spiteful Brewing Company,Chicago, IL,BLANK,,,,,,,,,,
Angry Adam,2134,0.06,,176,American Amber / Red Ale,16,Spiteful Brewing Company,Chicago, IL,BLANK,,,,,,,,,,
Freedom Fries,2109,0.055,,176,American Stout,16,Spiteful Brewing Company,Chicago, IL,BLANK,,,,,,,,,,
Bitter Biker Double IPA,1821,0.096,,176,American Double / Imperial IPA,12,Spiteful Brewing Company,Chicago, IL,BLANK,,,,,,,,,,
Ghost Bike Pale Ale,1820,0.073,,176,American Pale Ale (APA),16,Spiteful Brewing Company,Chicago, IL,BLANK,,,,,,,,,,
Spiteful IPA,1819,0.062,,176,American IPA,12,Spiteful Brewing Company,Chicago, IL,BLANK,,,,,,,,,,
Alley Time,1634,0.06,,176,American Pale Ale (APA),12,Spiteful Brewing Company,Chicago, IL,BLANK,,,,,,,,,,
Fat Badger,1633,0.058,,176,Irish Red Ale,12,Spiteful Brewing Company,Chicago, IL,BLANK,,,,,,,,,,
In the Weeds,1632,0.055,,176,American Pale Wheat Ale,12,Spiteful Brewing Company,Chicago, IL,BLANK,,,,,,,,,,
Special Amber,855,0.05,22,499,Vienna Lager,12,Sprecher Brewing Company,Glendale, WI,DATA,,,,,,,,,,
Special Amber,445,0.05,22,499,Vienna Lager,12,Sprecher Brewing Company,Glendale, WI,DATA,,,,,,,,,,
Seven Gates Pale Ale,1587,0.056,,373,American Pale Ale (APA),12,Spring House Brewing Company,Conestoga, PA,BLANK,,,,,,,,,,
Gunga Din,2242,0.052,,187,Cider,16,St. Julian Winery,Paw Paw, MI,BLANK,,,,,,,,,,
Festie,369,0.048,12,384,Märzen / Oktoberfest,12,Starr Hill Brewery,Crozet, VA,DATA,,,,,,,,,,
Starr Pils,1544,0.042,20,384,German Pilsener,12,Starr Hill Brewery,Crozet, VA,DATA,,,,,,,,,,
Northern Lights India Pale Ale,1205,0.065,52,384,American IPA,16,Starr Hill Brewery,Crozet, VA,DATA,,,,,,,,,,
Northern Lights India Pale Ale,368,0.065,52,384,American IPA,12,Starr Hill Brewery,Crozet, VA,DATA,,,,,,,,,,
Colorado Kölsch,92,0.049,17,120,Kölsch,12,Steamworks Brewing Company,Durango, CO,DATA,,,,,,,,,,
Steam Engine Lager,91,0.057,25,120,American Amber / Red Lager,12,Steamworks Brewing Company,Durango, CO,DATA,,,,,,,,,,
Third Eye Enlightened Pale Ale,2386,0.065,65,120,American Pale Ale (APA),12,Steamworks Brewing Company,Durango, CO,DATA,,,,,,,,,,
Third Eye Pale Ale,90,0.065,65,120,American IPA,12,Steamworks Brewing Company,Durango, CO,DATA,,,,,,,,,,
Point Nude Beach Summer Wheat,1225,0.052,7,132,American Pale Wheat Ale,16,Stevens Point Brewery,Stevens Point, WI,DATA,,,,,,,,,,
Point Nude Beach Summer Wheat,816,0.05,7,132,American Pale Wheat Ale,12,Stevens Point Brewery,Stevens Point, WI,DATA,,,,,,,,,,
Point Nude Beach Summer Wheat (2011),772,0.05,7,132,American Pale Wheat Ale,12,Stevens Point Brewery,Stevens Point, WI,DATA,,,,,,,,,,
Point Nude Beach Summer Wheat (2010),141,0.05,7,132,American Pale Wheat Ale,12,Stevens Point Brewery,Stevens Point, WI,DATA,,,,,,,,,,
Point Special (Current),2366,0.047,9,132,American Adjunct Lager,12,Stevens Point Brewery,Stevens Point, WI,DATA,,,,,,,,,,
Point Special,2365,0.047,9,132,American Adjunct Lager,12,Stevens Point Brewery,Stevens Point, WI,DATA,,,,,,,,,,
Point Special,2228,0.047,9,132,American Adjunct Lager,12,Stevens Point Brewery,Stevens Point, WI,DATA,,,,,,,,,,
Onyx Black Ale,2151,0.052,9,132,American Black Ale,12,Stevens Point Brewery,Stevens Point, WI,DATA,,,,,,,,,,
Point Special (2013),2122,0.047,9,132,American Adjunct Lager,12,Stevens Point Brewery,Stevens Point, WI,DATA,,,,,,,,,,
Point Special (2012),2121,0.047,9,132,American Adjunct Lager,12,Stevens Point Brewery,Stevens Point, WI,DATA,,,,,,,,,,
Point Special Lager,2115,0.047,9,132,American Adjunct Lager,16,Stevens Point Brewery,Stevens Point, WI,DATA,,,,,,,,,,
Point Special Lager,138,0.047,9,132,American Adjunct Lager,12,Stevens Point Brewery,Stevens Point, WI,DATA,,,,,,,,,,
Three Kings Ale,650,0.049,13,132,Kölsch,12,Stevens Point Brewery,Stevens Point, WI,DATA,,,,,,,,,,
Point Amber Classic,139,0.047,14,132,American Amber / Red Lager,12,Stevens Point Brewery,Stevens Point, WI,DATA,,,,,,,,,,
Point Oktoberfest,1357,0.057,15,132,Märzen / Oktoberfest,16,Stevens Point Brewery,Stevens Point, WI,DATA,,,,,,,,,,
Point Oktoberfest,456,0.057,15,132,Märzen / Oktoberfest,12,Stevens Point Brewery,Stevens Point, WI,DATA,,,,,,,,,,
2012 Black Ale,357,0.054,32,132,American Brown Ale,12,Stevens Point Brewery,Stevens Point, WI,DATA,,,,,,,,,,
Point Cascade Pale Ale (2013),2270,0.054,33,132,American Pale Ale (APA),12,Stevens Point Brewery,Stevens Point, WI,DATA,,,,,,,,,,
Point Cascade Pale Ale,140,0.054,33,132,American Pale Ale (APA),12,Stevens Point Brewery,Stevens Point, WI,DATA,,,,,,,,,,
Beyond The Pale IPA,2150,0.063,64,132,American IPA,12,Stevens Point Brewery,Stevens Point, WI,DATA,,,,,,,,,,
St. Benedict's Winter Ale,1450,0.062,,132,Winter Warmer,12,Stevens Point Brewery,Stevens Point, WI,BLANK,,,,,,,,,,
Drop Dead Blonde,684,0.035,,132,American Blonde Ale,12,Stevens Point Brewery,Stevens Point, WI,BLANK,,,,,,,,,,
Wisco Disco,953,0.051,31,487,American Amber / Red Ale,16,Stillmank Beer Company,Green Bay, WI,DATA,,,,,,,,,,
Brontide,1983,0.05,,256,American Black Ale,12,Stillwater Artisanal Ales,Baltimore, MD,BLANK,,,,,,,,,,
Brontide,1631,0.05,,256,American Black Ale,12,Stillwater Artisanal Ales,Baltimore, MD,BLANK,,,,,,,,,,
Classique,1344,0.045,,256,Saison / Farmhouse Ale,12,Stillwater Artisanal Ales,Baltimore, MD,BLANK,,,,,,,,,,
Sunsplash Golden Ale (2004),922,0.045,,493,American Blonde Ale,12,Stone Coast Brewing Company,Portland, ME,BLANK,,,,,,,,,,
Sand Island Lighthouse,1410,0.051,25,413,Kölsch,12,Straight to Ale,Huntsville, AL,DATA,,,,,,,,,,
Lily Flagg Milk Stout,925,0.05,30,413,Milk / Sweet Stout,12,Straight to Ale,Huntsville, AL,DATA,,,,,,,,,,
Monkeynaut IPA,637,0.072,70,413,American IPA,12,Straight to Ale,Huntsville, AL,DATA,,,,,,,,,,
American Lager,2233,0.041,8,130,American Adjunct Lager,12,Straub Brewery,St Mary's, PA,DATA,,,,,,,,,,
American Amber,2232,0.041,8,130,American Amber / Red Lager,12,Straub Brewery,St Mary's, PA,DATA,,,,,,,,,,
American Light,2231,0.032,13,130,Light Lager,12,Straub Brewery,St Mary's, PA,DATA,,,,,,,,,,
Straub Beer (Current),2369,0.05,,130,American Adjunct Lager,12,Straub Brewery,St Mary's, PA,BLANK,,,,,,,,,,
Make It So,2549,0.053,40,59,Extra Special / Strong Bitter (ESB),12,Summit Brewing Company,St. Paul, MN,DATA,,,,,,,,,,
Extra Pale Ale,2352,0.053,49,139,American Pale Ale (APA),12,Summit Brewing Company,St Paul, MN,DATA,,,,,,,,,,
Hopvale Organic Ale,2473,0.047,55,59,American Pale Ale (APA),16,Summit Brewing Company,St. Paul, MN,DATA,,,,,,,,,,
Unchained #18 Hop Silo,2415,0.083,100,59,American Double / Imperial IPA,16,Summit Brewing Company,St. Paul, MN,DATA,,,,,,,,,,
Hop Up Offa That Brett (2014),2085,0.058,20,26,Belgian Pale Ale,16,Sun King Brewing Company,Indianapolis, IN,DATA,,,,,,,,,,
Sunlight Cream Ale,55,0.053,20,26,Cream Ale,16,Sun King Brewing Company,Indianapolis, IN,DATA,,,,,,,,,,
Cowbell,2164,0.054,23,26,American Porter,16,Sun King Brewing Company,Indianapolis, IN,DATA,,,,,,,,,,
PV Muckle (2013),2084,0.083,23,26,Scotch Ale / Wee Heavy,16,Sun King Brewing Company,Indianapolis, IN,DATA,,,,,,,,,,
Port Barrel Wee Mac ,2081,0.053,23,26,Scotch Ale / Wee Heavy,16,Sun King Brewing Company,Indianapolis, IN,DATA,,,,,,,,,,
Stupid Sexy Flanders,1366,0.063,23,26,Flanders Oud Bruin,16,Sun King Brewing Company,Indianapolis, IN,DATA,,,,,,,,,,
Bourbon Barrel Wee Mac,1127,0.054,23,26,Scottish Ale,16,Sun King Brewing Company,Indianapolis, IN,DATA,,,,,,,,,,
Sun King Oktoberfest,874,0.055,23,26,Märzen / Oktoberfest,16,Sun King Brewing Company,Indianapolis, IN,DATA,,,,,,,,,,
Sun King Oktoberfest (2011),526,0.055,23,26,Märzen / Oktoberfest,16,Sun King Brewing Company,Indianapolis, IN,DATA,,,,,,,,,,
Wee Mac Scottish-Style Ale,213,0.054,23,26,Scottish Ale,16,Sun King Brewing Company,Indianapolis, IN,DATA,,,,,,,,,,
The Velvet Fog,923,0.09,24,26,Quadrupel (Quad),16,Sun King Brewing Company,Indianapolis, IN,DATA,,,,,,,,,,
Indianapolis Indians Lager,739,0.052,24,26,Dortmunder / Export Lager,16,Sun King Brewing Company,Indianapolis, IN,DATA,,,,,,,,,,
Indians Victory Lager (2012),698,0.052,24,26,Dortmunder / Export Lager,16,Sun King Brewing Company,Indianapolis, IN,DATA,,,,,,,,,,
Ring of Dingle,1128,0.071,27,26,Irish Dry Stout,16,Sun King Brewing Company,Indianapolis, IN,DATA,,,,,,,,,,
Tip Off,2605,0.052,29,26,Altbier,16,Sun King Brewing Company,Indianapolis, IN,DATA,,,,,,,,,,
Whip Fight,2082,0.09,30,26,Scotch Ale / Wee Heavy,16,Sun King Brewing Company,Indianapolis, IN,DATA,,,,,,,,,,
Wee Muckle,1656,0.09,30,26,Scotch Ale / Wee Heavy,16,Sun King Brewing Company,Indianapolis, IN,DATA,,,,,,,,,,
Wee Muckle (2011),584,0.09,30,26,Scotch Ale / Wee Heavy,16,Sun King Brewing Company,Indianapolis, IN,DATA,,,,,,,,,,
Bourbon Barrel Batch 666: Sympathy for the Devil,2083,0.099,36,26,Belgian Dark Ale,16,Sun King Brewing Company,Indianapolis, IN,DATA,,,,,,,,,,
Osiris Pale Ale,1389,0.056,50,26,American Pale Ale (APA),16,Sun King Brewing Company,Indianapolis, IN,DATA,,,,,,,,,,
Osiris Pale Ale (2010),54,0.056,50,26,American Pale Ale (APA),16,Sun King Brewing Company,Indianapolis, IN,DATA,,,,,,,,,,
Royal Brat,1599,0.065,55,26,Extra Special / Strong Bitter (ESB),16,Sun King Brewing Company,Indianapolis, IN,DATA,,,,,,,,,,
Bourbon Barrel Johan,1049,0.099,60,26,English Barleywine,16,Sun King Brewing Company,Indianapolis, IN,DATA,,,,,,,,,,
Johan the Barleywine,394,0.099,60,26,English Barleywine,16,Sun King Brewing Company,Indianapolis, IN,DATA,,,,,,,,,,
Fistful Of Hops Red,2001,0.064,75,26,American IPA,16,Sun King Brewing Company,Indianapolis, IN,DATA,,,,,,,,,,
Fistful of Hops Orange,2000,0.063,75,26,American IPA,16,Sun King Brewing Company,Indianapolis, IN,DATA,,,,,,,,,,
Fistful Of Hops Blue,1999,0.064,75,26,American IPA,16,Sun King Brewing Company,Indianapolis, IN,DATA,,,,,,,,,,
Fistful of Hops Green,1996,0.064,75,26,American IPA,16,Sun King Brewing Company,Indianapolis, IN,DATA,,,,,,,,,,
